,Animal Name,Kingdom,Phylum,Subphylum,Class,Subclass,Infraclass,Order,Superorder,Suborder,Infraorder,Family,Superfamily,Subfamily,Genus,Subgenus,Tribe,Clade
202,Deer Mouse,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Cricetidae,,,Peromyscus,,Reithrodontomyini,
203,Ringtail,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Procyonidae,,,Bassaricyon,,,
204,Caracal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Feliformia,,Felidae,,Felinae,Caracal,,,
205,Alpine Ibex,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Caprinae,Capra,,,
206,Coyote,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Canidae,,,Canis,,,
207,Southern African Hedgehog,Animalia,Chordata,Vertebrata,Mammalia,,,Eulipotyphla,,,,Erinaceidae,,,Atelerix,,,
208,Spotted Seal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Phocidae,,,Phoca,,,Pinnipedia
209,Tasmanian Devil,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Dasyuromorphia,,,,Dasyuridae,,,Sarcophilus,,,
210,Bengal Fox,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Canidae,,,Vulpes,,,
211,Common Duiker,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Cephalophinae,Sylvicapra,,,
212,Arctic Ground Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Spermophilus,,,
213,Philippine Flying Lemur,Animalia,Chordata,Vertebrata,Mammalia,,,Dermoptera,,,,Cynocephalidae,,,Cynocephalus,,,
214,Przewalski's Horse,Animalia,Chordata,Vertebrata,Mammalia,,,Perissodactyla,,,,Equidae,,,Equus,,,
215,Bighorn Sheep,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Caprinae,Ovis,,,
216,Dugong,Animalia,Chordata,Vertebrata,Mammalia,,,Sirenia,,,,Dugongidae,,,Dugong,,,
217,Okapi,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Giraffidae,,,Okapia,,,
218,Narwhal,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Monodontidae,,,Monodon,,,
219,Argali,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Caprinae,Ovis,,,
220,European Mink,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,Mustelinae,Mustela,,,
221,Marine Otter,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,Lutrinae,Lontra,,,
222,Eastern Barred Bandicoot,Animalia,Chordata,Vertebrata,Mammalia,,Marsupial,Peramelemorphia,,,,Peramelidae,,,Perameles,,,
223,Four-Toed Hedgehog,Animalia,Chordata,Vertebrata,Mammalia,,,Eulipotyphla,,,,Erinaceidae,,,Atelerix,,,
224,Goodfellow's Tree-Kangaroo,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Dendrolagus,,,
225,Common Wallaroo,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Macropus,Osphranter,,
226,Thirteen-Lined Ground Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Ictidomys,,,
227,Egyptian Fruit Bat,Animalia,Chordata,Vertebrata,Mammalia,,,Chiroptera,,,,Pteropodidae,,Pteropodinae,Rousettus,,,
228,Snow Leopard,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Feliformia,,Felidae,,,Panthera,,,
229,Golden Monkey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Cercopithecus,,Cercopithecini,
230,Elk,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,Ruminantia,,Cervidae,,Cervinae,Cervus,,,
231,Binturong,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,,,Viverridae,,Paradoxurinae,Arctictis,,,
232,Common Eland,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Bovinae,Taurotragus,,,
233,Sumatran Orangutan,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Hominidae,,,Pongo,,,
234,Cape Fox,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Canidae,,,Vulpes,,,
235,Hamadryas Baboon,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Papio,,Papionini,
236,Sable Antelope,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Hippotraginae,Hippotragus,,,
237,Maned Wolf,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Canidae,,,Chrysocyon,,,
238,Rhesus macaque,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Macaca,,,
239,Indian Giant Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Ratufa,,,
240,Onager,Animalia,Chordata,Vertebrata,Mammalia,,,Perissodactyla,,,,Equidae,,,Equus,Asinus,,
241,Geoffroy's Cat,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Feliformia,,Felidae,,Felinae,Leopardus,,,
242,Roe Deer,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,Ruminantia,,Cervidae,,Capreolinae,Capreolus,,,
243,Bank Vole,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Cricetidae,,,Myodes,,,
244,Brown Bear,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Ursidae,,,Ursus,,,
245,American Badger,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,Taxideinae,Taxidea,,,
246,Jaguar,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Feliformia,,Felidae,,,Panthera,,,
247,Red Kangaroo,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Macropus,Osphranter,,
248,Golden Jackal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Canidae,,,Canis,,,
249,Common Kusimanse,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Feliformia,,Herpestidae,,,Crossarchus,,,
250,African Wild Ass,Animalia,Chordata,Vertebrata,Mammalia,,,Perissodactyla,,,,Equidae,,,Equus,Asinus,,
251,Abert's Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Sciurus,Otosciurus,,
252,Caspian Seal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Phocidae,,,Pusa,,,Pinnipedia
253,Alpaca,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Camelidae,,,Vicugna,,,
254,House Mouse,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Muridae,Muroidea,,Mus,,,
255,Quagga,Animalia,Chordata,Vertebrata,Mammalia,,,Perissodactyla,,,,Equidae,,,Equus,,,
256,Eastern Quoll,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Dasyuromorphia,,,,Dasyuridae,,,Dasyurus,,,
257,Yellow Baboon,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Papio,,Papionini,
258,Oriental Small-Clawed Otter,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,Lutrinae,Amblonyx,,,
259,Raccoon,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Procyonidae,,,Procyon,,,
260,Tonkin Snub-Nosed Monkey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Rhinopithecus,,,
261,Yellow Mongoose,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Feliformia,,Herpestidae,,Herpestinae,Cynictis,,,
262,Blue-Eyed Black Lemur,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Lemuridae,,,Eulemur,,,
263,European Hedgehog,Animalia,Chordata,Vertebrata,Mammalia,,,Eulipotyphla,,,,Erinaceidae,,,Erinaceus,,,
264,Australian Fur Seal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Otariidae,,,Arctocephalus,,,Pinnipedia
265,Mountain Zebra,Animalia,Chordata,Vertebrata,Mammalia,,,Perissodactyla,,,,Equidae,,,Equus,Hippotigris,,
266,African Clawless Otter,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,,Aonyx,,,
267,European Badger,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,,Meles,,,
268,Bonobo,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Hominidae,,,Pan,,,
269,North American River Otter,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,Lutrinae,Lontra,,,
270,Aye-Aye,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Daubentoniidae,Lemuroidea,,Daubentonia,,,
271,Smooth-Coated Otter,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,Lutrinae,Lutrogale,,,
272,Ethiopian Wolf,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Canidae,,,Canis,,,
273,Pallas's Cat,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Feliformia,,Felidae,,,Otocolobus,,,
274,Philippine Tarsier,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,,,Tarsiidae,,,Carlito,,,
275,Djungarian Hamster,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Cricetidae,,,Phodopus,,,
276,Golden Lion Tamarin,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,,,Callitrichidae,,,Leontopithecus,,,
277,Lar Gibbon,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Hylobatidae,,,Hylobates,,,
278,Clouded Leopard,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Feliformia,,Felidae,,,Neofelis,,,
279,Siberian Chipmunk,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Eutamias,,,
280,Coypu,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Echimyidae,Octodontoidea,Echimyinae,Myocastor,,Myocastorini,
281,Black Flying Fox,Animalia,Chordata,Vertebrata,Mammalia,,,Chiroptera,,,,Pteropodidae,,,Pteropus,,,
282,Pampas Cat,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Feliformia,,Felidae,,Felinae,Leopardus,,,
283,Long-Tailed Weasel,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,Mustelinae,Mustela,,,
284,Common Bottlenose Dolphin,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Delphinidae,,,Tursiops,,,
285,Wild Yak,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Bovinae,Bos,,,
286,Wood Mouse,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Muridae,Muroidea,Murinae,Apodemus,,,
287,Arctic Hare,Animalia,Chordata,Vertebrata,Mammalia,,,Lagomorpha,,,,Leporidae,,,Lepus,,,
288,Western Grey Kangaroo,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Macropus,,,
289,Mule Deer,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,Ruminantia,,Cervidae,,Capreolinae,Odocoileus,,,
290,African Golden Cat,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Feliformia,,Felidae,,Felinae,Caracal,,,
291,Linnaeus's Two-Toed Sloth,Animalia,Chordata,Vertebrata,Mammalia,,,Pilosa,,,,Megalonychidae,,,Choloepus,,,
292,Leopard Seal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Phocidae,,Monachinae,Hydrurga,,Lobodontini,Pinnipedia
293,Fishing Cat,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Feliformia,,Felidae,,,Prionailurus,,,
294,Common Brushtail Possum,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Phalangeridae,,,Trichosurus,,,
295,Norway Lemming,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Cricetidae,,,Lemmus,,,
296,Plains Zebra,Animalia,Chordata,Vertebrata,Mammalia,,,Perissodactyla,,,,Equidae,,,Equus,,,
297,Black-Footed Ferret,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,Mustelinae,Mustela,,,
298,Polar Bear,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Ursidae,,,Ursus,,,
299,Gaur,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Bovinae,Bos,,,
300,Roloway Monkey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Cercopithecus,,Cercopithecini,
301,Bactrian Camel,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Camelidae,,,Camelus,,,
302,Tammar Wallaby,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Macropus,,,
303,Fat-Tailed Dunnart,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Dasyuromorphia,,,,Dasyuridae,,,Sminthopsis,,,
304,Meadow Vole,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Cricetidae,,,Microtus,Mynomes,,
305,New Zealand Fur Seal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Otariidae,,,Arctocephalus,,,Pinnipedia
306,Senegal Bushbaby,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,,,Galagidae,,,Galago,,,
307,Brown Spider Monkey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Atelidae,,Atelinae,Ateles,,,
308,Asian Golden Cat,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Feliformia,,Felidae,,,Catopuma,,,
309,Yellow-Bellied Marmot,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Marmota,Petromarmota,,
310,Honey Possum,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Tarsipedidae,,,Tarsipes,,,
311,Grant's Gazelle,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Antilopinae,Nanger,,,
312,Rock Hyrax,Animalia,Chordata,Vertebrata,Mammalia,,,Hyracoidea,,,,Procaviidae,,,Procavia,,,
313,Northern Hairy-Nosed Wombat,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Vombatidae,,,Lasiorhinus,,,
314,Short-Beaked Echidna,Animalia,Chordata,Vertebrata,Mammalia,,,Monotremata,,,,Tachyglossidae,,,Tachyglossus,,,
315,Straw-Coloured Fruit Bat,Animalia,Chordata,Vertebrata,Mammalia,,,Chiroptera,,,,Pteropodidae,,,Eidolon,,,
316,Platypus,Animalia,Chordata,Vertebrata,Mammalia,,,Monotremata,,,,Ornithorhynchidae,,,Ornithorhynchus,,,
317,Olive Baboon,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Papio,,Papionini,
318,Blue Whale,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Balaenopteridae,,,Balaenoptera,,,
319,Yellow-Tailed Woolly Monkey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Atelidae,,,Oreonax,,,
320,Eastern Spotted Skunk,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mephitidae,,,Spilogale,,,
321,Bat-Eared Fox,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Canidae,,,Otocyon,,,
322,Common Ringtail Possum,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Pseudocheiridae,,Pseudocheirinae,Pseudocheirus,,,
323,Wolverine,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,,Gulo,,,
324,Eastern Wolf,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Canidae,,,Canis,,,
325,Campbell's Dwarf Hamster,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Cricetidae,,,Phodopus,,,
326,Siamang Gibbon,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Hylobatidae,,,Symphalangus,,,
327,Reindeer,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,Ruminantia,,Cervidae,,Capreolinae,Rangifer,,Rangiferini,
328,Paca,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Cuniculidae,,,Cuniculus,,,
329,Pygmy Slow Loris,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Lorisidae,,,Nycticebus,,,
330,Indian Muntjac,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,Ruminantia,,Cervidae,,Cervinae,Muntiacus,,,
331,Jungle Cat,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Feliformia,,Felidae,,,Felis,,,
332,Striped Skunk,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mephitidae,,,Mephitis,,,
333,Mandrill,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,,Mandrillus,,,
334,Eastern Mole,Animalia,Chordata,Vertebrata,Mammalia,,,Eulipotyphla,,,,Talpidae,,,Scalopus,,Scalopini,
335,Golden-Mantled Ground Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Callospermophilus,,,
336,Fat-Tailed Dwarf Lemur,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Cheirogaleidae,,,Cheirogaleus,,,
337,Northern Sportive Lemur,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Lepilemuridae,,,Lepilemur,,,
338,Leadbeater's Possum,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Petauridae,,,Gymnobelideus,,,
339,Banded Mongoose,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Feliformia,,Herpestidae,,,Mungos,,,
340,Bornean Orangutan,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Hominidae,,,Pongo,,,
341,Pygmy Hippo,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Hippopotamidae,,,Choeropsis,,,
342,Javan Rhinoceros,Animalia,Chordata,Vertebrata,Mammalia,,,Perissodactyla,,,,Rhinocerotidae,,,Rhinoceros,,,
343,Sea Otter,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,Lutrinae,Enhydra,,,
344,Red Howler Monkey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Atelidae,,,Alouatta,,,
345,North American Porcupine,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Erethizontidae,,Erethizontinae,Erethizon,,,
346,Franklin's Ground Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,Xerinae,Poliocitellus,,Marmotini,
347,Prehesile-Tailed Porcupine,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Erethizontidae,,Erethizontinae,Coendou,,,
348,Barbary Sheep,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Caprinae,Ammotragus,,,
349,Hourglass Dolphin,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Delphinidae,,,Lagenorhynchus,,,
350,Southern Flying Squirrel,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Sciuridae,,,Glaucomys,,Pteromyini,
351,Large Indian Civet,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,,,Viverridae,,Viverrinae,Viverra,,,
352,Iriomote Cat,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Feliformia,,Felidae,,,Prionailurus,,,
353,Common Shrew,Animalia,Chordata,Vertebrata,Mammalia,,,Eulipotyphla,,,,Soricidae,,,Sorex,,,
354,Mountain Pygmy Possum,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Burramyidae,,,Burramys,,,
355,Guinea Baboon,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Papio,,Papionini,
356,Bald Uakari,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Pitheciidae,,,Cacajao,,,
357,Gilbert's Potoroo,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Potoroidae,,,Potorous,,,
358,Bongo Antelope,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Bovinae,Tragelaphus,,,
359,Kinkajou,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Procyonidae,,,Potos,,,
360,Baikal Seal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Phocidae,,,Pusa,,,Pinnipedia
361,Black-Backed Jackal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Canidae,,,Canis,,,
362,White-Footed Mouse,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Cricetidae,,,Peromyscus,,Reithrodontomyini,
363,Giant Otter,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Mustelidae,,,Pteronura,,,
364,Asian Wild Water Buffalo,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Bovinae,Bubalus,,,
365,Northern Quoll,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Dasyuromorphia,,,,Dasyuridae,,,Dasyurus,,,
366,Striped Possum,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Petauridae,,,Dactylopsila,,,
367,Syrian Hamster,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Cricetidae,,,Mesocricetus,,,
368,Mantled Howler Monkey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Atelidae,,,Alouatta,,,
369,Indian Rhinoceros,Animalia,Chordata,Vertebrata,Mammalia,,,Perissodactyla,,,,Rhinocerotidae,,,Rhinoceros,,,
370,White-Faced Saki,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Pitheciidae,,Pitheciinae,Pithecia,,,
371,Aardvark,Animalia,Chordata,Vertebrata,Mammalia,,,Tubulidentata,,,,Orycteropodidae,,,Orycteropus,,,
372,Red-Faced Spider Monkey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Atelidae,,Atelinae,Ateles,,,
373,Monito Del Monte,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Microbiotheria,,,,Microbiotheriidae,,,Dromiciops,,,
374,Meadow Jumping Mouse,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Dipodidae,,Zapodinae,Zapus,,,
375,Weddell Seal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Phocidae,,,Leptonychotes,,,Pinnipedia
376,Common Hippo,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Hippopotamidae,,,Hippopotamus,,,
377,Greater Bamboo Lemur,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Strepsirrhini,,Lemuridae,,,Prolemur,,,
378,Spinner Dolphin,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Delphinidae,,,Stenella,,,
379,Leopard Cat,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Feliformia,,Felidae,,,Prionailurus,,,
380,Brazilian Tapir,Animalia,Chordata,Vertebrata,Mammalia,,,Perissodactyla,,,,Tapiridae,,,Tapirus,,,
381,Brush-Tailed Rock-Wallaby,Animalia,Chordata,Vertebrata,Mammalia,,Marsupialia,Diprotodontia,,,,Macropodidae,,,Petrogale,,,
382,Dingo,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Canidae,,,Canis,,,
383,Sumatran Rhinoceros,Animalia,Chordata,Vertebrata,Mammalia,,,Perissodactyla,,,,Rhinocerotidae,,,Dicerorhinus,,,
384,Walrus,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Odobenidae,,,Odobenus,,,Pinnipedia
385,Bay Cat,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Feliformia,,Felidae,,,Catopuma,,,
386,Grévy's Zebra,Animalia,Chordata,Vertebrata,Mammalia,,,Perissodactyla,,,,Equidae,,,Equus,Dolichohippus,,
387,Short-Tailed Chinchilla,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Chinchillidae,,,Chinchilla,,,
388,Ribbon Seal,Animalia,Chordata,Vertebrata,Mammalia,,,Carnivora,,Caniformia,,Phocidae,,,Histriophoca,,,Pinnipedia
389,Thomson's Gazelle,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,,Bovidae,,Antilopinae,Eudorcas,,,
390,De Brazza's Monkey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Cercopithecus,,Cercopithecini,
391,Striped Dolphin,Animalia,Chordata,Vertebrata,Mammalia,,,Artiodactyla,,,Cetacea,Delphinidae,,,Stenella,,,
392,Black Lion Tamarin,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,,,Callitrichidae,,,Leontopithecus,,,
393,Black Howler Monkey,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Atelidae,,,Alouatta,,,
394,Chacma Baboon,Animalia,Chordata,Vertebrata,Mammalia,,,Primates,,Haplorhini,Simiiformes,Cercopithecidae,,Cercopithecinae,Papio,,Papionini,
395,Desert Kangaroo Rat,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Heteromyidae,,,Dipodomys,,,
396,Crested Porcupine,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Hystricidae,,,Hystrix,,,
397,Eurasian Beaver,Animalia,Chordata,Vertebrata,Mammalia,,,Rodentia,,,,Castoridae,,,Castor,,,
